cell_type,rank,peak_feature,peak_idx,distance,omega_j,adj_score
Regulatory_T_Cells,25,chr5_159913507_159914007,191254,5.903833389282227,0.9146775603294373,4.9891557693481445
Regulatory_T_Cells,26,chr10_17692787_17693287,313430,3.609231948852539,-1.3930635452270508,5.00229549407959
Regulatory_T_Cells,27,chr2_204851787_204852287,92318,4.132735729217529,-0.878868579864502,5.011604309082031
Regulatory_T_Cells,28,chr9_33988421_33988921,289688,4.931926250457764,-0.08416008204221725,5.016086101531982
Regulatory_T_Cells,29,chr19_38917861_38918361,514846,4.1284942626953125,-0.8884212970733643,5.016915321350098
Regulatory_T_Cells,30,chr9_134715008_134715508,306161,5.042229652404785,0.020701231434941292,5.021528244018555
Regulatory_T_Cells,31,chr1_117888956_117889456,28869,3.8892464637756348,-1.1507742404937744,5.040020942687988
Regulatory_T_Cells,32,chr17_48588328_48588828,479329,4.640621662139893,-0.4193243682384491,5.059946060180664
Regulatory_T_Cells,33,chr5_150630816_150631316,189315,4.542949676513672,-0.5191522240638733,5.0621018409729
Regulatory_T_Cells,34,chr2_204718766_204719266,92230,3.3390560150146484,-1.7245140075683594,5.063570022583008
Regulatory_T_Cells,35,chr1_3838794_3839294,1858,6.900441646575928,1.8334330320358276,5.0670084953308105
Regulatory_T_Cells,36,chr4_69370504_69371004,149275,6.582682132720947,1.514349341392517,5.068332672119141
Regulatory_T_Cells,37,chr16_26609293_26609793,451663,7.589566230773926,2.5163357257843018,5.073230743408203
Regulatory_T_Cells,38,chr2_179905862_179906362,87697,2.7388176918029785,-2.335787057876587,5.0746049880981445
Regulatory_T_Cells,39,chr3_32953501_32954001,108085,2.8046629428863525,-2.2726404666900635,5.077303409576416
Regulatory_T_Cells,40,chr21_32545114_32545614,539486,5.022968292236328,-0.06448839604854584,5.087456703186035
Regulatory_T_Cells,41,chr3_194854160_194854660,137837,5.131436824798584,0.03838177025318146,5.093055248260498
Regulatory_T_Cells,42,chr2_198799553_198800053,90783,6.694479465484619,1.5984913110733032,5.0959882736206055
Regulatory_T_Cells,43,chr10_114290660_114291160,331944,5.659172058105469,0.5623533129692078,5.096818923950195
Regulatory_T_Cells,44,chr5_156817493_156817993,190255,6.550036430358887,1.4475761651992798,5.1024603843688965
Regulatory_T_Cells,45,chr19_36203385_36203885,514210,7.32513952255249,2.2225663661956787,5.102573394775391
Regulatory_T_Cells,46,chr10_52191582_52192082,319250,4.09978723526001,-1.007791519165039,5.107578754425049
Regulatory_T_Cells,47,chr4_6174293_6174793,141264,5.118052959442139,0.006128509063273668,5.111924648284912
Regulatory_T_Cells,48,chr8_134059350_134059850,281863,3.4715638160705566,-1.641534447669983,5.11309814453125
Regulatory_T_Cells,49,chr2_112292332_112292832,76352,6.098997592926025,0.9774108529090881,5.121586799621582
Regulatory_T_Cells,50,chr14_96786881_96787381,423298,3.388080596923828,-1.7371126413345337,5.125193119049072
